TrainID;TripType;Date;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;EventType;nodeId;eventTime;
592M;expected;2015-12-13;start;MH;2015-12-13T16:28:54;transit;MALS;2015-12-13T16:33:06;arrival;MP;2015-12-13T16:35:42;depature;MP;2015-12-13T16:37:42;transit;MP_R;2015-12-13T16:39:06;transit;MLO;2015-12-13T16:41:00;transit;MOL;2015-12-13T16:43:30;transit;MMRU;2015-12-13T16:52:12;transit;MAHZF;2015-12-13T16:57:12;transit;MAHA;2015-12-13T16:58:24;arrival;MA;2015-12-13T17:00:00;depature;MA;2015-12-13T17:03:42;transit;MAOB;2015-12-13T17:05:30;transit;MAHI;2015-12-13T17:06:42;transit;MNES;2015-12-13T17:07:36;transit;MWHS;2015-12-13T17:08:12;transit;MDID;2015-12-13T17:09:54;transit;MGHN;2015-12-13T17:11:24;transit;MKUN;2015-12-13T17:12:18;transit;MDKS;2015-12-13T17:15:30;transit;MFHD;2015-12-13T17:21:42;transit;MFHU;2015-12-13T17:22:00;transit;MJET;2015-12-13T17:24:42;transit;MBGU;2015-12-13T17:26:24;transit;MMAH;2015-12-13T17:28:30;transit;MOFF;2015-12-13T17:30:42;transit;MNFG;2015-12-13T17:32:24;transit;MGZB;2015-12-13T17:35:00;transit;MLEH;2015-12-13T17:38:42;transit;MUFH;2015-12-13T17:40:54;transit;MNSG;2015-12-13T17:42:30;transit;MNM;2015-12-13T17:47:24;arrival;TU;2015-12-13T17:49:42;depature;TU;2015-12-13T17:51:42;transit;TU_N;2015-12-13T17:53:06;transit;TUOE;2015-12-13T17:55:24;transit;TBS;2015-12-13T17:59:06;transit;TWSH;2015-12-13T18:02:00;transit;TWS;2015-12-13T18:02:24;transit;TLON;2015-12-13T18:04:12;transit;TURS;2015-12-13T18:05:18;transit;TAM;2015-12-13T18:07:30;transit;TG;2015-12-13T18:12:36;transit;TGW;2015-12-13T18:15:06;transit;TKUC;2015-12-13T18:16:24;transit;TGIS;2015-12-13T18:17:18;transit;TGI;2015-12-13T18:17:30;transit;TSD;2015-12-13T18:19:00;transit;TSAL;2015-12-13T18:19:54;transit;TEF;2015-12-13T18:20:54;transit;TGO;2015-12-13T18:23:42;transit;TFAU;2015-12-13T18:25:12;transit;TUH;2015-12-13T18:26:12;transit;TEC;2015-12-13T18:28:12;transit;TRF;2015-12-13T18:30:12;transit;TP;2015-12-13T18:33:18;transit;TACHF;2015-12-13T18:34:48;transit;TEZLF;2015-12-13T18:35:43;arrival;TOESF;2015-12-13T18:36:58;transit;TOESF;2015-12-13T18:36:59;transit;TE;2015-12-13T18:38:06;transit;TEMEF;2015-12-13T18:39:01;transit;TSOM;2015-12-13T18:39:48;transit;TSU_P;2015-12-13T18:41:12;transit;TSC;2015-12-13T18:43:36;transit;TS_R;2015-12-13T18:44:36;arrival;TS;2015-12-13T18:46:54;depature;TS;2015-12-13T18:51:54;transit;TS_P;2015-12-13T18:53:48;transit;TPT;2015-12-13T18:55:18;transit;TSFE;2015-12-13T18:56:12;transit;TSZ;2015-12-13T18:57:36;transit;TSZ_E;2015-12-13T18:59:00;transit;TLAF;2015-12-13T19:00:00;transit;TGLM;2015-12-13T19:02:30;transit;TV;2015-12-13T19:05:24;transit;TMTL;2015-12-13T19:07:36;transit;TFST;2015-12-13T19:09:36;transit;RKT;2015-12-13T19:11:24;transit;RES;2015-12-13T19:13:24;transit;RROL;2015-12-13T19:13:54;transit;RFO;2015-12-13T19:15:12;transit;RLH;2015-12-13T19:16:36;transit;RSAB;2015-12-13T19:17:24;transit;ROBH;2015-12-13T19:18:24;transit;RHK;2015-12-13T19:20:06;transit;RBRW;2015-12-13T19:22:30;transit;RP;2015-12-13T19:24:24;transit;RM_O;2015-12-13T19:27:42;arrival;RM;2015-12-13T19:29:42;depature;RM;2015-12-13T19:32:42;transit;RMHH;2015-12-13T19:35:00;transit;RMNS;2015-12-13T19:35:42;transit;RMLB;2015-12-13T19:36:30;transit;RMW;2015-12-13T19:36:54;transit;RMW_G;2015-12-13T19:37:30;transit;FLP;2015-12-13T19:40:30;transit;FBUP;2015-12-13T19:42:12;transit;FBST;2015-12-13T19:42:54;transit;FBL;2015-12-13T19:44:36;transit;FGRO;2015-12-13T19:46:18;transit;FGHM;2015-12-13T19:47:54;transit;FBBM;2015-12-13T19:48:54;transit;FSTR;2015-12-13T19:49:54;transit;FGE;2015-12-13T19:50:48;transit;FLW;2015-12-13T19:51:36;transit;FDOH;2015-12-13T19:52:24;transit;FDG;2015-12-13T19:53:36;transit;FMF;2015-12-13T19:56:42;transit;FWF;2015-12-13T19:57:48;transit;FZEP;2015-12-13T19:59:24;transit;FSP_S;2015-12-13T20:01:06;transit;FSP;2015-12-13T20:01:48;transit;FFOR;2015-12-13T20:03:06;transit;FLS;2015-12-13T20:04:00;transit;FMST;2015-12-13T20:06:18;arrival;FF;2015-12-13T20:08:42;depature;FF;2015-12-13T20:13:42;transit;FMST;2015-12-13T20:15:42;transit;FFS_A;2015-12-13T20:17:06;transit;FFS;2015-12-13T20:17:42;transit;FO;2015-12-13T20:20:36;transit;FO_G;2015-12-13T20:22:12;transit;FMHO;2015-12-13T20:24:12;transit;FH_M;2015-12-13T20:26:30;arrival;FH_N;2015-12-13T20:27:42;depature;FH_N;2015-12-13T20:29:42;transit;FWFG;2015-12-13T20:31:48;transit;FROD;2015-12-13T20:33:42;transit;FSLB;2015-12-13T20:34:54;transit;FNMI;2015-12-13T20:36:36;transit;FHME;2015-12-13T20:38:12;transit;FGEL;2015-12-13T20:39:42;transit;FHAI;2015-12-13T20:41:42;transit;FWIR;2015-12-13T20:43:06;transit;FWAE;2015-12-13T20:45:00;transit;FBSS;2015-12-13T20:47:42;transit;FSA;2015-12-13T20:50:48;transit;FSUE;2015-12-13T20:54:30;transit;FSUEZ;2015-12-13T20:55:54;transit;FFD;2015-12-13T21:00:00;transit;FNF;2015-12-13T21:02:30;transit;FNF_N;2015-12-13T21:03:48;transit;FFU_B;2015-12-13T21:07:00;transit;FFU;2015-12-13T21:09:12;transit;FFU_N;2015-12-13T21:10:06;transit;FDIE;2015-12-13T21:12:06;transit;FMIR;2015-12-13T21:14:24;transit;FLSW;2015-12-13T21:17:12;transit;FRIH;2015-12-13T21:19:06;transit;FHAH;2015-12-13T21:20:36;transit;FKHM;2015-12-13T21:22:18;transit;FMBA;2015-12-13T21:24:00;transit;FLIR;2015-12-13T21:27:12;transit;FWIL;2015-12-13T21:29:12;transit;FKOT;2015-12-13T21:32:18;transit;FSWR;2015-12-13T21:33:24;transit;FKEI;2015-12-13T21:35:18;transit;FKOA;2015-12-13T21:36:06;arrival;FKW;2015-12-13T21:38:42;depature;FKW;2015-12-13T21:40:42;transit;FKWK;2015-12-13T21:43:00;transit;FKWNB;2015-12-13T21:43:18;transit;FKWNA;2015-12-13T21:44:00;transit;FIH;2015-12-13T21:46:18;transit;FLUT;2015-12-13T21:48:36;transit;FKAT;2015-12-13T21:50:42;transit;FLIP;2015-12-13T21:52:06;transit;HJD;2015-12-13T21:54:30;transit;HSIK;2015-12-13T21:57:42;arrival;HG;2015-12-13T21:59:42;depature;HG;2015-12-13T22:01:42;transit;HNTH;2015-12-13T22:06:00;transit;HSUH;2015-12-13T22:08:24;transit;HEDM;2015-12-13T22:09:54;transit;HAH;2015-12-13T22:12:18;transit;HORX;2015-12-13T22:14:12;transit;HGE;2015-12-13T22:16:18;transit;HNE;2015-12-13T22:18:06;transit;HAL;2015-12-13T22:19:36;transit;HDI;2015-12-13T22:22:00;transit;HSOR;2015-12-13T22:24:18;transit;HHTA;2015-12-13T22:26:06;transit;HHI_G;2015-12-13T22:31:06;arrival;HHI;2015-12-13T22:32:48;depature;HHI;2015-12-13T22:34:48;transit;HHEP;2015-12-13T22:43:30;transit;HHEG;2015-12-13T22:43:54;transit;HWWI;2015-12-13T22:46:18;transit;HBST;2015-12-13T22:47:48;transit;HBVP;2015-12-13T22:48:00;transit;HGGL;2015-12-13T22:52:42;transit;HGGLO;2015-12-13T22:53:24;transit;HGAA;2015-12-13T22:55:36;arrival;HBS;2015-12-13T22:57:42;depature;HBS;2015-12-13T22:59:42;transit;HSMK;2015-12-13T23:01:30;transit;HBUH;2015-12-13T23:04:00;transit;HWED;2015-12-13T23:04:18;transit;HWEA;2015-12-13T23:04:48;transit;HLEH;2015-12-13T23:08:12;transit;HSF;2015-12-13T23:12:18;transit;HF;2015-12-13T23:13:30;arrival;HWOB;2015-12-13T23:15:54;depature;HWOB;2015-12-13T23:17:54;transit;HVOR;2015-12-13T23:20:48;transit;LOE;2015-12-13T23:23:48;transit;LGAU;2015-12-13T23:32:06;transit;LMGA;2015-12-13T23:39:00;transit;LMGN;2015-12-13T23:40:18;transit;LS_G;2015-12-13T23:43:24;arrival;LS;2015-12-13T23:44:42;depature;LS;2015-12-13T23:46:42;unknown;LS_V;2015-12-13T23:48:45;transit;LBIN;2015-12-13T23:50:48;transit;LSTL;2015-12-13T23:51:48;transit;LSHH;2015-12-13T23:54:36;transit;LRW;2015-12-14T00:00:54;transit;LBM;2015-12-14T00:02:30;transit;LNS;2015-12-14T00:04:12;transit;LBOW;2015-12-14T00:07:18;transit;LRIK;2015-12-14T00:08:24;transit;BWUSN;2015-12-14T00:13:48;transit;BWUS;2015-12-14T00:14:06;transit;BNDM;2015-12-14T00:18:48;transit;BSPDW;2015-12-14T00:19:54;arrival;BSPD;2015-12-14T00:20:48;depature;BSPD;2015-12-14T00:22:48;transit;BSPDM;2015-12-14T00:23:42;transit;BSPDO;2015-12-14T00:24:42;transit;BCHB;2015-12-14T00:29:00;transit;BZOO;2015-12-14T00:31:00;arrival;BLS;2015-12-14T00:35:48;depature;BLS;2015-12-14T00:39:48;transit;BFRI;2015-12-14T00:41:48;transit;BALE;2015-12-14T00:43:36;end;BHF;2015-12-14T00:46:48;depature;BHF;2015-12-14T00:51:48;transit;BOSGA;2015-12-14T00:54:06;transit;BRGBW;2015-12-14T00:56:54;transit;BRGBR;2015-12-14T00:57:42;end;BRGBT;2015-12-14T00:58:48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
592M;expected;2015-12-14;start;MH;2015-12-14T16:28:54;transit;MALS;2015-12-14T16:33:06;arrival;MP;2015-12-14T16:35:42;depature;MP;2015-12-14T16:37:42;transit;MP_R;2015-12-14T16:39:06;transit;MLO;2015-12-14T16:41:00;transit;MOL;2015-12-14T16:43:30;transit;MMRU;2015-12-14T16:52:12;transit;MAHZF;2015-12-14T16:57:12;transit;MAHA;2015-12-14T16:58:24;arrival;MA;2015-12-14T17:00:00;depature;MA;2015-12-14T17:03:42;transit;MAOB;2015-12-14T17:05:30;transit;MAHI;2015-12-14T17:06:42;transit;MNES;2015-12-14T17:07:36;transit;MWHS;2015-12-14T17:08:12;transit;MDID;2015-12-14T17:09:54;transit;MGHN;2015-12-14T17:11:24;transit;MKUN;2015-12-14T17:12:18;transit;MDKS;2015-12-14T17:15:30;transit;MFHD;2015-12-14T17:21:42;transit;MFHU;2015-12-14T17:22:00;transit;MJET;2015-12-14T17:24:42;transit;MBGU;2015-12-14T17:26:24;transit;MMAH;2015-12-14T17:28:30;transit;MOFF;2015-12-14T17:30:42;transit;MNFG;2015-12-14T17:32:24;transit;MGZB;2015-12-14T17:35:00;transit;MLEH;2015-12-14T17:38:42;transit;MUFH;2015-12-14T17:40:54;transit;MNSG;2015-12-14T17:42:30;transit;MNM;2015-12-14T17:47:24;arrival;TU;2015-12-14T17:49:42;depature;TU;2015-12-14T17:51:42;transit;TU_N;2015-12-14T17:53:06;transit;TUOE;2015-12-14T17:55:24;transit;TBS;2015-12-14T17:59:06;transit;TWSH;2015-12-14T18:02:00;transit;TWS;2015-12-14T18:02:24;transit;TLON;2015-12-14T18:04:12;transit;TURS;2015-12-14T18:05:18;transit;TAM;2015-12-14T18:07:30;transit;TG;2015-12-14T18:12:36;transit;TGW;2015-12-14T18:15:06;transit;TKUC;2015-12-14T18:16:24;transit;TGIS;2015-12-14T18:17:18;transit;TGI;2015-12-14T18:17:30;transit;TSD;2015-12-14T18:19:00;transit;TSAL;2015-12-14T18:19:54;transit;TEF;2015-12-14T18:20:54;transit;TGO;2015-12-14T18:23:42;transit;TFAU;2015-12-14T18:25:12;transit;TUH;2015-12-14T18:26:12;transit;TEC;2015-12-14T18:28:12;transit;TRF;2015-12-14T18:30:12;transit;TP;2015-12-14T18:33:18;transit;TACHF;2015-12-14T18:34:48;transit;TEZLF;2015-12-14T18:35:43;transit;TOESF;2015-12-14T18:36:59;transit;TE;2015-12-14T18:38:06;transit;TEMEF;2015-12-14T18:39:01;transit;TSOM;2015-12-14T18:39:48;transit;TSU_P;2015-12-14T18:41:12;arrival;TSC;2015-12-14T18:43:35;transit;TSC;2015-12-14T18:43:36;transit;TS_R;2015-12-14T18:44:36;arrival;TS;2015-12-14T18:46:54;depature;TS;2015-12-14T18:51:54;transit;TS_P;2015-12-14T18:53:48;transit;TPT;2015-12-14T18:55:18;transit;TSFE;2015-12-14T18:56:12;transit;TSZ;2015-12-14T18:57:36;transit;TSZ_E;2015-12-14T18:59:00;transit;TLAF;2015-12-14T19:00:00;transit;TGLM;2015-12-14T19:02:30;transit;TV;2015-12-14T19:05:24;transit;TMTL;2015-12-14T19:07:36;transit;TFST;2015-12-14T19:09:36;transit;RKT;2015-12-14T19:11:24;transit;RES;2015-12-14T19:13:24;transit;RROL;2015-12-14T19:13:54;transit;RFO;2015-12-14T19:15:12;transit;RLH;2015-12-14T19:16:36;transit;RSAB;2015-12-14T19:17:24;transit;ROBH;2015-12-14T19:18:24;transit;RHK;2015-12-14T19:20:06;transit;RBRW;2015-12-14T19:22:30;transit;RP;2015-12-14T19:24:24;transit;RM_O;2015-12-14T19:27:42;arrival;RM;2015-12-14T19:29:42;depature;RM;2015-12-14T19:32:42;transit;RMHH;2015-12-14T19:35:00;transit;RMNS;2015-12-14T19:35:42;transit;RMLB;2015-12-14T19:36:30;transit;RMW;2015-12-14T19:36:54;transit;RMW_G;2015-12-14T19:37:30;transit;FLP;2015-12-14T19:40:30;transit;FBUP;2015-12-14T19:42:12;transit;FBST;2015-12-14T19:42:54;transit;FBL;2015-12-14T19:44:36;transit;FGRO;2015-12-14T19:46:18;transit;FGHM;2015-12-14T19:47:54;transit;FBBM;2015-12-14T19:48:54;transit;FSTR;2015-12-14T19:49:54;transit;FGE;2015-12-14T19:50:48;transit;FLW;2015-12-14T19:51:36;transit;FDOH;2015-12-14T19:52:24;transit;FDG;2015-12-14T19:53:36;transit;FMF;2015-12-14T19:56:42;transit;FWF;2015-12-14T19:57:48;transit;FZEP;2015-12-14T19:59:24;transit;FSP_S;2015-12-14T20:01:06;transit;FSP;2015-12-14T20:01:48;transit;FFOR;2015-12-14T20:03:06;transit;FLS;2015-12-14T20:04:00;transit;FMST;2015-12-14T20:06:18;arrival;FF;2015-12-14T20:08:42;depature;FF;2015-12-14T20:13:42;transit;FMST;2015-12-14T20:15:42;transit;FFS_A;2015-12-14T20:17:06;transit;FFS;2015-12-14T20:17:42;transit;FO;2015-12-14T20:20:36;transit;FO_M;2015-12-14T20:21:12;transit;FO_G;2015-12-14T20:22:12;transit;FMHO;2015-12-14T20:24:12;transit;FH_M;2015-12-14T20:26:30;arrival;FH_N;2015-12-14T20:27:42;depature;FH_N;2015-12-14T20:29:42;transit;FWFG;2015-12-14T20:31:48;transit;FROD;2015-12-14T20:33:42;transit;FSLB;2015-12-14T20:34:54;transit;FNMI;2015-12-14T20:36:36;transit;FHME;2015-12-14T20:38:12;transit;FGEL;2015-12-14T20:39:42;transit;FHAI;2015-12-14T20:41:42;transit;FWIR;2015-12-14T20:43:06;transit;FWAE;2015-12-14T20:45:00;transit;FBSS;2015-12-14T20:47:42;transit;FSA;2015-12-14T20:50:48;transit;FSUE;2015-12-14T20:54:30;transit;FSUEZ;2015-12-14T20:55:54;transit;FFD;2015-12-14T21:00:00;transit;FNF;2015-12-14T21:02:30;transit;FNF_N;2015-12-14T21:03:48;transit;FFU_B;2015-12-14T21:07:00;transit;FFU;2015-12-14T21:09:12;transit;FFU_N;2015-12-14T21:10:06;transit;FDIE;2015-12-14T21:12:06;transit;FMIR;2015-12-14T21:14:24;transit;FLSW;2015-12-14T21:17:12;transit;FRIH;2015-12-14T21:19:06;transit;FHAH;2015-12-14T21:20:36;transit;FKHM;2015-12-14T21:22:18;transit;FMBA;2015-12-14T21:24:00;transit;FLIR;2015-12-14T21:27:12;transit;FWIL;2015-12-14T21:29:12;transit;FKOT;2015-12-14T21:32:18;transit;FSWR;2015-12-14T21:33:24;transit;FKEI;2015-12-14T21:35:18;transit;FKOA;2015-12-14T21:36:06;arrival;FKW;2015-12-14T21:38:42;depature;FKW;2015-12-14T21:40:42;transit;FKWK;2015-12-14T21:43:00;transit;FKWNB;2015-12-14T21:43:18;transit;FKWNA;2015-12-14T21:44:00;transit;FIH;2015-12-14T21:46:18;transit;FLUT;2015-12-14T21:48:36;transit;FKAT;2015-12-14T21:50:42;transit;FLIP;2015-12-14T21:52:06;transit;HJD;2015-12-14T21:54:30;transit;HSIK;2015-12-14T21:57:42;arrival;HG;2015-12-14T21:59:42;depature;HG;2015-12-14T22:01:42;transit;HNTH;2015-12-14T22:06:00;transit;HSUH;2015-12-14T22:08:24;transit;HEDM;2015-12-14T22:09:54;transit;HAH;2015-12-14T22:12:18;transit;HORX;2015-12-14T22:14:12;transit;HGE;2015-12-14T22:16:18;transit;HNE;2015-12-14T22:18:06;transit;HAL;2015-12-14T22:19:36;transit;HDI;2015-12-14T22:22:00;transit;HSOR;2015-12-14T22:24:18;transit;HHTA;2015-12-14T22:26:06;transit;HHI_G;2015-12-14T22:31:06;arrival;HHI;2015-12-14T22:32:48;depature;HHI;2015-12-14T22:34:48;transit;HHEP;2015-12-14T22:43:30;transit;HHEG;2015-12-14T22:43:54;transit;HWWI;2015-12-14T22:46:18;transit;HBST;2015-12-14T22:47:48;transit;HBVP;2015-12-14T22:48:00;transit;HGGL;2015-12-14T22:52:42;transit;HGGLO;2015-12-14T22:53:24;transit;HGAA;2015-12-14T22:55:36;arrival;HBS;2015-12-14T22:57:42;depature;HBS;2015-12-14T22:59:42;transit;HSMK;2015-12-14T23:01:30;transit;HBUH;2015-12-14T23:04:00;transit;HWED;2015-12-14T23:04:18;transit;HWEA;2015-12-14T23:04:48;transit;HLEH;2015-12-14T23:08:12;transit;HSF;2015-12-14T23:12:18;transit;HF;2015-12-14T23:13:30;arrival;HWOB;2015-12-14T23:15:54;depature;HWOB;2015-12-14T23:17:54;transit;HVOR;2015-12-14T23:20:48;transit;LOE;2015-12-14T23:23:48;transit;LGAU;2015-12-14T23:32:06;transit;LMGA;2015-12-14T23:39:00;transit;LMGN;2015-12-14T23:40:18;transit;LS_G;2015-12-14T23:43:24;arrival;LS;2015-12-14T23:44:42;depature;LS;2015-12-14T23:46:42;transit;LS_V;2015-12-14T23:48:00;transit;LBIN;2015-12-14T23:50:48;transit;LSTL;2015-12-14T23:51:48;transit;LSHH;2015-12-14T23:54:36;transit;LRW;2015-12-15T00:00:54;transit;LBM;2015-12-15T00:02:30;transit;LNS;2015-12-15T00:04:12;transit;LBOW;2015-12-15T00:07:18;transit;LRIK;2015-12-15T00:08:24;transit;BWUSN;2015-12-15T00:13:48;transit;BWUS;2015-12-15T00:14:06;transit;BNDM;2015-12-15T00:18:48;transit;BSPDW;2015-12-15T00:19:54;arrival;BSPD;2015-12-15T00:20:48;depature;BSPD;2015-12-15T00:22:48;transit;BSPDM;2015-12-15T00:23:42;transit;BSPDO;2015-12-15T00:24:42;transit;BCHB;2015-12-15T00:29:00;transit;BZOO;2015-12-15T00:31:00;arrival;BLS;2015-12-15T00:35:48;depature;BLS;2015-12-15T00:39:48;transit;BFRI;2015-12-15T00:41:48;transit;BALE;2015-12-15T00:43:36;end;BHF;2015-12-15T00:46:48;depature;BHF;2015-12-15T00:51:48;transit;BOSGA;2015-12-15T00:54:06;transit;BRGBW;2015-12-15T00:56:54;transit;BRGBR;2015-12-15T00:57:42;end;BRGBT;2015-12-15T00:58:48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
